"","N_B_RNA3","N_B_RNA5","M_W_RNA6","N_B_RNA10","N_B_RNA11","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17"
"ENSG00000120952.4",0,0,0,0,0,0,0,0,0
"ENSG00000243073.3",0,0,0,0,0,0,0,0,0
"ENSG00000187545.5",0,0,0,0,0,0,0,0,0
"ENSG00000204510.5",0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0,0,0,0
"ENSG00000274764.5",0,0,0,0,0,0,0,0,0
"ENSG00000277058.2",1,0,0,0,0,0,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0,0,0,0
"ENSG00000275774.2",1,0,0,0,0,0,0,0,0
"ENSG00000229978.1",0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0
"ENSG00000280267.4",0,0,0,0,0,0,0,0,0
"ENSG00000179412.10",0,0,0,0,0,0,0,0,0
"ENSG00000204505.4",0,0,0,0,0,0,0,0,0
"ENSG00000279169.2",0,0,0,0,0,0,0,0,0
"ENSG00000279804.2",0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0,0,0,0
"ENSG00000270601.4",0,0,0,0,0,0,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0,0,0,0
"ENSG00000182330.10",0,0,0,0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,0,0,0,0,0,0
"ENSG00000204501.7",0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0
"ENSG00000204481.7",0,0,0,0,0,0,0,0,0
"ENSG00000204480.8",0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",0,0,0,0,0,0,0,0,0
"ENSG00000204478.9",0,0,0,0,0,0,0,0,0
"ENSG00000162494.5",0,0,0,0,0,0,0,0,0
"ENSG00000259961.1",0,0,0,0,0,0,0,0,0
"ENSG00000215909.3",0,0,0,0,0,0,0,0,0
"ENSG00000162493.16",193,433,129,234,365,146,376,141,346
"ENSG00000222952.1",0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,0,0,0,0,0,0
"ENSG00000253085.1",0,0,1,1,0,0,0,1,1
"ENSG00000116731.22",710,2131,2073,2003,2402,2851,1922,1566,2287
"ENSG00000189337.16",103,203,233,180,147,183,190,121,195
"ENSG00000252151.1",0,0,0,0,0,0,0,0,0
"ENSG00000231606.1",0,0,0,0,0,0,0,1,0
"ENSG00000234593.2",0,0,0,0,0,0,0,0,0
"ENSG00000235829.1",0,0,0,0,0,0,0,0,0
"ENSG00000175147.12",50,98,47,165,95,15,113,52,184
"ENSG00000171729.13",124,201,188,223,143,43,202,72,195
"ENSG00000204464.7",0,1,0,0,0,0,0,0,0
"ENSG00000215720.4",0,0,0,0,0,0,0,0,0
"ENSG00000278480.1",0,0,0,0,3,0,0,1,0
"ENSG00000142621.19",15,46,10,52,42,4,67,4,93
"ENSG00000233485.1",40,67,0,239,17,0,62,5,219
"ENSG00000236045.1",0,17,0,21,0,0,6,1,35
"ENSG00000228140.1",0,4,1,4,3,0,6,0,3
"ENSG00000142634.12",172,791,416,762,641,138,504,149,573
"ENSG00000162438.11",0,6,0,2,0,0,0,0,3
"ENSG00000142615.7",0,0,0,0,0,0,0,0,0
"ENSG00000215704.9",0,0,0,0,0,0,0,0,0
"ENSG00000132906.17",153,518,451,510,441,218,307,229,380
"ENSG00000116138.12",309,1337,1870,1511,2435,1680,945,1226,1671
"ENSG00000251866.1",0,1,8,3,13,0,4,4,1
"ENSG00000272510.1",0,0,0,0,0,0,0,0,0
"ENSG00000116771.5",9,29,75,34,84,66,20,44,30
"ENSG00000237301.1",0,0,8,5,7,15,3,3,5
"ENSG00000235084.3",9,8,5,7,9,1,7,3,11
"ENSG00000252417.1",0,0,0,0,0,0,0,0,0
"ENSG00000236500.1",0,0,0,0,1,0,0,0,0
"ENSG00000197312.11",903,4856,5197,4492,7038,5189,2780,3664,4609
"ENSG00000215695.1",0,0,0,0,0,0,0,0,0
"ENSG00000271742.1",0,0,0,0,0,0,0,0,0
"ENSG00000116786.12",335,709,780,545,819,309,741,569,565
"ENSG00000237938.5",0,0,0,0,0,0,0,0,0
"ENSG00000162461.7",1,11,7,7,13,4,11,0,11
"ENSG00000224459.1",0,0,0,0,0,0,0,1,1
"ENSG00000162460.6",0,0,0,0,0,0,0,0,0
"ENSG00000162458.12",980,1681,991,847,651,331,796,717,743
"ENSG00000224321.1",28,1,3,3,0,2,1,13,1
"ENSG00000233954.6",34,127,159,116,160,19,77,171,110
"ENSG00000178715.8",4,0,3,2,4,0,0,1,1
"ENSG00000179743.4",18,56,76,48,99,39,22,43,54
"ENSG00000065526.10",1366,3981,5006,4602,5575,6520,4178,4489,5256
"ENSG00000270620.1",0,0,0,0,0,0,0,0,0
"ENSG00000116809.11",148,281,392,259,358,126,348,223,187
"ENSG00000234607.2",0,0,0,0,0,0,0,0,0
"ENSG00000231353.1",0,0,0,0,0,0,0,1,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,0,0,0,0
"ENSG00000183888.4",18,1,1191,6,51,1083,22,4,10
"ENSG00000233078.1",0,0,0,0,0,0,0,0,0
"ENSG00000173641.17",98,285,97,62,49,21,117,39,81
"ENSG00000186510.11",34,10,24,24,11,20,33,1,16
"ENSG00000232456.1",0,0,0,0,0,0,0,0,0
"ENSG00000184908.17",0,1,1,27,1,0,13,1,26
"ENSG00000185519.8",0,0,2,1,0,0,0,0,0
"ENSG00000142627.12",246,403,169,340,196,13,178,56,429
"ENSG00000227959.1",7,0,3,3,0,0,6,0,10
"ENSG00000224621.1",17,4,1,1,4,0,0,0,2
"ENSG00000234166.1",0,0,0,0,0,0,0,0,0
"ENSG00000142632.16",140,310,33,218,180,34,148,35,162
"ENSG00000237276.8",5,2,9,6,14,0,7,3,3
"ENSG00000132881.11",18,42,56,60,70,12,47,56,51
"ENSG00000233929.1",0,0,0,0,1,0,0,0,1
"ENSG00000037637.10",411,1741,2039,1518,2108,852,1055,1322,1712
"ENSG00000055070.16",763,1709,2419,1737,2503,794,1395,1958,1916
"ENSG00000226457.1",0,0,1,0,0,1,0,2,1
"ENSG00000187144.11",0,0,0,0,0,0,2,1,0
"ENSG00000157191.19",368,827,1117,838,956,656,637,1062,933
"ENSG00000226029.1",5,24,17,22,28,44,23,26,34
"ENSG00000080947.14",73,183,100,194,198,66,302,70,136
"ENSG00000206652.1",15,0,2,1,0,13,5,1,4
"ENSG00000261135.1",0,1,2,0,1,0,0,2,1
"ENSG00000285853.1",0,0,0,0,0,0,2,0,0
"ENSG00000224174.2",0,0,0,0,0,0,0,0,0
"ENSG00000233421.4",0,2,0,1,0,0,0,0,0
"ENSG00000277344.1",0,0,0,0,0,0,0,0,0
"ENSG00000225710.1",0,0,0,0,0,0,0,0,0
"ENSG00000219481.10",298,617,793,433,1056,1171,359,440,637
"ENSG00000271732.1",0,0,0,0,6,0,0,1,0
"ENSG00000215908.10",107,512,325,424,627,209,514,256,325
"ENSG00000283773.1",0,0,0,0,0,0,0,0,0
"ENSG00000186301.8",8,16,16,36,21,3,9,12,54
"ENSG00000282143.1",0,0,0,0,0,0,0,0,0
"ENSG00000207513.1",18,85,2,141,71,0,229,0,14
"ENSG00000280114.1",0,0,0,0,0,0,0,1,0
"ENSG00000236698.1",1,0,1,2,5,5,0,4,1
"ENSG00000268869.5",0,0,0,0,0,0,0,0,0
"ENSG00000279151.1",0,0,0,0,0,0,0,0,0
"ENSG00000282740.1",0,0,0,0,0,0,0,0,0
"ENSG00000058453.16",96,199,149,253,261,78,368,86,126
"ENSG00000227684.2",0,0,0,0,0,0,0,1,0
"ENSG00000207389.1",52,0,4,0,5,1,7,0,0
"ENSG00000186715.11",24,11,25,14,38,0,12,8,26
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0
"ENSG00000230239.1",0,0,0,0,0,0,0,0,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0,0
"ENSG00000228549.3",0,1,0,0,0,0,0,0,0
"ENSG00000277234.1",0,0,0,0,0,0,0,0,0
"ENSG00000238142.1",3,26,44,14,22,4,23,33,3
"ENSG00000235241.1",0,0,1,0,0,0,0,0,0
"ENSG00000207005.1",11,2,6,5,0,0,18,0,3
"ENSG00000272426.1",0,0,1,0,1,0,0,0,3
"ENSG00000117122.13",13,43,22,34,24,26,65,33,41
"ENSG00000226526.1",0,0,0,0,2,0,0,0,0
"ENSG00000159363.17",138,518,1105,354,622,249,423,540,461
"ENSG00000117118.9",186,911,1125,725,1203,758,566,898,891
"ENSG00000117115.12",292,107,337,128,104,36,320,104,88
"ENSG00000204362.6",0,0,0,0,0,0,0,0,3
"ENSG00000282843.1",0,0,0,0,0,0,0,0,0
"ENSG00000142623.10",0,0,0,6,8,0,3,0,43
"ENSG00000142619.4",0,5,0,147,14,0,4,1,231
"ENSG00000266634.1",0,0,0,0,0,0,0,0,0
"ENSG00000159339.13",0,0,1,0,1,0,2,2,3
"ENSG00000276747.1",0,0,0,0,0,0,0,0,0
"ENSG00000227751.1",0,0,0,0,0,0,0,0,0
"ENSG00000179051.13",720,1454,2028,1474,1636,1058,994,3607,1672
"ENSG00000074964.16",369,714,618,637,552,174,617,235,611
"ENSG00000236648.1",0,0,0,0,0,0,0,0,0
"ENSG00000117148.7",0,0,2,0,0,0,0,0,0
"ENSG00000284653.1",0,0,0,0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,2,0,0,0,0,0
"ENSG00000117154.11",13,28,312,83,161,106,34,30,275
"ENSG00000280222.1",29,9,13,21,14,1,16,2,48
"ENSG00000230035.2",0,0,0,0,0,0,0,0,0
"ENSG00000225387.1",0,0,0,0,0,0,0,0,0
"ENSG00000179023.8",10,43,42,22,1,61,11,50,113
"ENSG00000235282.3",0,0,0,0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0,0,0,0
"ENSG00000009709.11",6,1,0,0,0,0,1,1,0
"ENSG00000179002.5",0,0,0,0,0,0,0,0,0
"ENSG00000255275.3",0,0,0,0,0,0,3,0,2
"ENSG00000159423.16",246,1394,1706,1477,1446,210,963,443,1129
"ENSG00000265606.1",0,0,0,0,0,0,0,0,0
"ENSG00000221662.1",0,6,0,4,3,0,2,0,0
"ENSG00000169991.10",155,531,386,381,438,262,461,462,399
"ENSG00000272084.1",7,13,7,9,13,32,12,6,19
"ENSG00000127481.14",3502,9892,12946,9564,11987,8385,7548,10453,11418
"ENSG00000230424.1",0,11,30,31,31,9,20,7,15
"ENSG00000127463.14",538,2564,2984,2101,3875,1915,1328,2324,2359
"ENSG00000053372.4",166,509,894,539,850,447,341,776,696
"ENSG00000211454.13",0,11,11,6,7,0,19,4,4
"ENSG00000162482.4",5,14,18,28,20,0,8,10,17
"ENSG00000270728.1",0,7,0,0,0,0,0,0,0
"ENSG00000053371.12",143,696,856,770,941,178,394,884,789
"ENSG00000200403.1",0,2,4,0,0,0,1,1,2
"ENSG00000040487.12",48,190,171,142,208,52,137,95,129
"ENSG00000077549.17",786,3353,2551,3288,3451,2165,2343,2251,3024
"ENSG00000240490.3",10,5,5,0,8,0,49,1,8
"ENSG00000173436.14",65,464,565,493,754,668,418,394,628
"ENSG00000201609.1",0,0,0,3,0,0,0,0,0
"ENSG00000235185.1",0,8,1,3,0,0,0,0,0
"ENSG00000158747.14",1196,8039,2745,8557,5855,415,6054,760,6116
"ENSG00000270136.6",0,0,0,0,0,0,0,0,0
"ENSG00000226396.1",29,25,27,67,53,0,30,25,50
"ENSG00000158748.3",0,0,0,1,0,0,1,0,0
"ENSG00000162542.13",417,1214,1488,1246,1685,1596,1003,658,1362
"ENSG00000178828.6",0,5,4,5,0,0,12,2,2
"ENSG00000235434.1",0,0,0,0,0,0,0,0,0
"ENSG00000169914.5",115,544,515,599,766,476,500,382,665
"ENSG00000188784.4",0,0,0,0,0,0,0,0,0
"ENSG00000242688.3",0,0,0,0,0,0,0,0,0
"ENSG00000188257.11",1072,261,45659,6152,3458,2934,808,9834,14064
"ENSG00000127472.10",16,119,180,41,129,29,70,176,132
"ENSG00000117215.14",0,2,0,2,5,0,17,7,2
"ENSG00000158786.4",0,8,4,7,5,0,3,1,15
"ENSG00000227066.1",0,2,2,6,0,2,0,0,0
"ENSG00000187980.6",0,0,0,2,5,0,5,0,4
"ENSG00000225986.1",11,17,3,2,0,0,8,5,4
"ENSG00000162543.5",84,219,53,91,59,28,112,25,103
"ENSG00000228105.1",0,0,0,0,0,0,0,0,0
"ENSG00000284710.1",0,0,0,0,0,0,0,1,0
"ENSG00000158816.15",9,0,3,3,17,0,0,3,1
"ENSG00000226664.1",0,0,0,0,0,0,0,0,0
"ENSG00000236963.6",0,0,0,1,1,0,0,0,0
"ENSG00000226487.1",0,0,0,0,0,0,0,0,0
"ENSG00000284641.1",0,0,0,0,0,0,0,0,0
"ENSG00000284743.1",0,0,0,0,0,0,0,0,0
"ENSG00000162545.5",93,297,226,502,350,258,338,145,388
"ENSG00000090432.6",146,672,767,555,685,256,457,448,499
"ENSG00000215520.3",0,0,0,0,0,0,0,0,0
"ENSG00000183114.7",0,0,3,2,4,0,2,1,2
"ENSG00000158825.5",7,3,5,1,0,0,2,1,3
"ENSG00000158828.7",452,1457,2225,1469,1931,1216,1129,751,1660
"ENSG00000284005.1",0,0,0,0,0,0,0,0,0
"ENSG00000117242.7",96,299,510,308,392,245,191,241,305
"ENSG00000244038.9",960,3073,4892,2647,4751,1900,1638,4242,3179
"ENSG00000117245.12",6,17,13,5,4,0,13,3,8
"ENSG00000235432.1",0,0,0,0,0,0,0,0,0
"ENSG00000189410.11",4,0,6,2,5,0,11,5,3
"ENSG00000233069.1",0,0,0,0,0,0,0,0,0
"ENSG00000127483.17",1499,5328,6395,5156,7400,5370,4276,4362,5847
"ENSG00000075151.20",872,2829,3057,2293,3531,4563,2229,2783,3266
"ENSG00000251914.1",0,0,0,0,0,0,0,0,0
"ENSG00000221808.1",0,5,7,9,19,5,8,4,15
"ENSG00000233072.1",0,14,5,29,8,12,15,4,18
"ENSG00000236073.2",0,4,4,10,7,0,8,4,11
"ENSG00000235112.1",1,0,0,0,0,0,1,0,0
"ENSG00000117298.15",1912,6591,3713,6044,6367,2209,5063,1956,6539
"ENSG00000236936.1",0,0,0,0,0,0,0,0,0
"ENSG00000231105.1",0,2,1,1,5,0,0,0,0
"ENSG00000236216.5",0,0,0,0,0,0,0,0,0
"ENSG00000228823.1",0,0,0,0,0,0,0,0,0
"ENSG00000236009.1",0,0,0,0,0,0,0,0,0
"ENSG00000227001.3",5,7,26,32,9,1,4,30,8
"ENSG00000187952.9",0,1,1,0,0,0,1,0,0
"ENSG00000186543.7",0,0,0,0,0,0,0,0,0
"ENSG00000142794.18",98,324,368,316,604,363,341,276,436
"ENSG00000176378.8",0,0,0,0,0,0,0,0,0
"ENSG00000162551.13",43,38,51,20,35,24,80,60,55
"ENSG00000233431.1",0,0,0,0,0,0,0,0,0
"ENSG00000076864.19",396,886,2697,1317,1272,1294,795,2848,1147
"ENSG00000090686.15",474,2619,2335,2439,2948,4755,1587,1887,2813
"ENSG00000231978.2",0,0,0,0,0,0,0,0,0
"ENSG00000187942.11",3,17,3,6,22,0,20,0,17
"ENSG00000142798.19",4527,8897,2359,2931,2708,601,3864,2262,2123
"ENSG00000232037.3",0,0,0,0,0,0,0,0,0
"ENSG00000283234.1",0,0,0,0,0,0,0,5,1
"ENSG00000219073.7",0,0,0,0,0,0,0,0,0
"ENSG00000285959.1",0,0,0,0,0,0,0,0,0
"ENSG00000273610.1",0,0,0,0,0,0,0,0,0
"ENSG00000201919.1",0,0,0,0,0,0,0,0,0
"ENSG00000142789.19",0,0,0,0,0,0,0,0,0
"ENSG00000278124.1",0,0,0,0,0,0,0,0,0
"ENSG00000201273.1",0,0,0,0,0,0,0,0,0
"ENSG00000228397.2",0,0,1,2,0,0,0,3,0
"ENSG00000218510.8",46,94,91,165,111,33,114,129,134
"ENSG00000285721.1",27,80,61,89,134,91,83,28,124
"ENSG00000285752.1",1,2,0,1,0,0,1,0,4
"ENSG00000285794.1",0,0,0,0,0,0,0,0,0
"ENSG00000070831.15",23,61,70,67,53,31,61,40,76
"ENSG00000230068.2",5,17,24,15,20,27,12,13,20
"ENSG00000271428.1",0,0,0,0,0,0,0,0,0
"ENSG00000162552.14",43,113,154,150,89,42,76,29,81
"ENSG00000285873.1",0,10,11,15,19,0,11,2,7
"ENSG00000266564.1",0,0,0,0,0,0,0,0,0
"ENSG00000234397.3",0,0,0,0,0,0,0,0,0
"ENSG00000279625.1",0,0,0,0,0,0,0,0,0
"ENSG00000184677.17",619,1582,1434,1523,1846,1151,1194,1581,1686
"ENSG00000237200.1",0,11,11,8,8,14,22,8,15
"ENSG00000070886.11",0,0,0,0,0,0,0,5,0
"ENSG00000276835.2",0,0,0,0,0,0,0,0,0
"ENSG00000173372.16",165,354,269,184,164,62,238,171,232
"ENSG00000159189.11",217,332,277,183,206,146,339,199,243
"ENSG00000173369.15",515,483,419,288,326,210,527,345,386
"ENSG00000133216.16",91,114,115,63,30,44,172,216,113
"ENSG00000265422.1",0,0,0,0,0,0,0,0,0
"ENSG00000225952.1",0,0,0,0,0,0,0,0,0
"ENSG00000264014.1",0,0,0,0,0,0,0,0,0
"ENSG00000215906.8",0,0,0,0,0,0,0,0,0
"ENSG00000227868.5",0,0,4,0,0,0,0,2,1
"ENSG00000004487.16",641,2448,2854,2562,3491,2506,1712,4034,3195
"ENSG00000240553.1",0,0,0,0,0,0,0,0,0
"ENSG00000263793.1",0,0,1,0,1,0,0,0,1
"ENSG00000266802.1",0,0,0,0,0,0,0,0,0
"ENSG00000169641.13",501,1938,1990,1781,1790,1662,1630,1412,2060
"ENSG00000229010.1",0,0,0,0,0,0,0,0,0
"ENSG00000206935.1",0,0,0,0,0,0,0,0,0
"ENSG00000252578.1",0,0,0,0,0,0,0,0,0
"ENSG00000179546.4",3,5,1,10,0,10,4,2,9
"ENSG00000215381.3",0,0,0,0,0,0,0,0,0
"ENSG00000261326.3",90,519,211,581,680,431,476,481,755
"ENSG00000284726.1",0,0,0,0,0,0,0,0,0
"ENSG00000125944.19",811,5049,5724,4777,6972,9334,3988,5587,5731
"ENSG00000125945.14",452,1477,1133,1547,1658,1554,902,1187,1854
"ENSG00000249087.6",30,17,28,51,27,11,28,47,46
"ENSG00000201405.1",0,0,0,0,0,0,0,0,0
"ENSG00000271420.1",1,39,25,47,101,50,25,17,28
"ENSG00000204219.10",523,2660,3045,2319,5004,4865,1855,1864,2239
"ENSG00000232482.2",0,0,0,0,0,0,0,0,0
"ENSG00000088280.18",405,1331,1035,1671,1711,513,1227,815,2204
"ENSG00000007968.6",11,18,32,14,19,18,13,22,11
"ENSG00000235052.1",0,1,4,2,3,27,1,4,4
"ENSG00000117318.8",297,903,138,1333,270,9,546,140,1055
"ENSG00000285802.1",0,0,0,0,1,0,3,0,1
"ENSG00000197880.8",0,1,0,5,0,0,0,0,2
"ENSG00000229239.2",0,0,0,0,0,0,0,0,0
"ENSG00000142676.14",3818,13553,20086,14875,17821,31454,11597,32607,16883
"ENSG00000011007.12",590,2304,3454,2418,3435,3364,1775,2354,2849
"ENSG00000236810.5",55,51,79,46,102,23,49,95,107
"ENSG00000057757.9",274,1421,1665,1368,2413,1575,934,1269,1455
"ENSG00000011009.10",149,682,789,592,727,138,379,628,434
"ENSG00000117308.14",40,336,258,332,497,46,153,239,340
"ENSG00000117305.14",172,1123,1140,1095,1355,451,684,871,1108
"ENSG00000179163.11",326,2447,2684,1995,3997,3343,1271,1614,2389
"ENSG00000188822.7",4,13,3,1,1,0,9,0,0
"ENSG00000229106.1",0,0,0,1,0,0,0,0,0
"ENSG00000232557.3",0,1,0,0,0,0,0,0,0
"ENSG00000264926.1",0,0,0,0,0,0,0,0,0
"ENSG00000230228.2",4,1,1,0,0,0,1,1,1
"ENSG00000189266.12",301,2802,3797,2478,4879,3971,1764,2063,2767
"ENSG00000188529.14",724,2643,2751,2509,3730,3449,2263,2247,3177
"ENSG00000215905.4",0,0,0,0,0,0,0,0,0
"ENSG00000225315.2",0,0,0,0,2,0,0,1,0
"ENSG00000142661.18",0,17,73,0,11,0,4,1,5
"ENSG00000230703.1",0,0,0,0,0,0,0,0,0
"ENSG00000142677.3",22,31,10,18,40,32,15,4,14
"ENSG00000185436.11",116,390,295,391,644,78,374,63,413
"ENSG00000230023.2",0,0,3,1,6,0,2,0,1
"ENSG00000232298.2",0,6,0,7,0,0,0,0,4
"ENSG00000158055.15",49,43,313,121,159,172,66,12,160
"ENSG00000001460.17",142,336,247,242,410,171,250,122,212
"ENSG00000001461.16",882,9155,5906,5172,15441,5086,5793,1154,6500
"ENSG00000117602.11",950,11544,7055,8993,19879,7999,9080,1024,7623
"ENSG00000264443.1",0,7,7,2,5,19,4,0,4
"ENSG00000184454.6",61,152,60,155,170,37,127,16,93
"ENSG00000227312.2",3,2,1,1,2,0,3,0,0
"ENSG00000239106.1",0,0,0,0,0,0,0,0,0
"ENSG00000133226.16",1237,4852,4320,4274,6326,4824,4955,3167,4472
"ENSG00000284699.1",0,0,0,0,0,0,0,0,0
"ENSG00000169504.14",964,7496,6242,3024,5835,7031,5531,3396,4580
"ENSG00000238482.1",0,0,0,0,0,0,0,0,0
"ENSG00000020633.18",40,71,22,40,39,48,88,36,31
"ENSG00000278034.1",0,0,0,0,0,0,0,0,0
"ENSG00000229162.1",0,1,2,3,0,0,1,0,0
"ENSG00000261025.1",0,0,0,0,0,0,0,0,0
"ENSG00000264371.1",0,0,0,0,0,0,0,0,0
"ENSG00000285823.1",0,0,0,0,0,0,0,0,0
"ENSG00000233755.1",0,0,0,0,0,0,0,0,0
"ENSG00000233419.3",0,0,0,0,0,0,0,0,0
"ENSG00000231953.2",0,0,0,0,2,0,0,0,0
"ENSG00000117614.9",157,1023,1022,977,1310,2885,719,988,1146
"ENSG00000284602.1",15,11,4,15,17,12,28,14,23
"ENSG00000284657.1",0,0,4,1,3,9,7,0,0
"ENSG00000117616.17",506,2730,3439,3106,3751,2761,2475,1303,3177
"ENSG00000272432.1",0,7,3,1,1,5,0,3,0
"ENSG00000261349.1",0,23,22,14,46,26,0,12,0
"ENSG00000187010.20",0,5,7,4,7,0,0,1,0
"ENSG00000224183.1",0,7,0,3,0,0,0,1,1
"ENSG00000259984.1",2,1,9,12,8,11,10,12,6
"ENSG00000183726.10",291,2255,3829,2112,3695,2782,1391,1641,2364
"ENSG00000188672.18",0,30,76,59,75,1,35,24,86
"ENSG00000238084.4",10,0,0,1,0,1,2,3,2
"ENSG00000204178.10",282,1795,3565,1637,3452,3918,1232,2278,2306
"ENSG00000157978.11",332,1108,1519,1253,1379,565,887,704,1128
"ENSG00000225643.1",7,4,27,9,14,17,9,3,8
"ENSG00000117643.14",259,932,1038,777,1274,433,966,355,1044
"ENSG00000233478.1",0,1,0,0,0,0,0,0,0
"ENSG00000162430.16",986,2649,4047,2175,3031,717,2347,2555,2748
"ENSG00000255054.3",0,0,0,0,0,0,0,0,0
"ENSG00000228172.5",0,19,30,8,17,0,20,26,16
"ENSG00000117640.17",303,1271,1225,1071,1089,371,824,895,1107
"ENSG00000272478.1",0,0,0,0,0,0,0,0,0
"ENSG00000127423.10",0,9,5,4,10,9,4,26,2
"ENSG00000236528.1",0,5,0,3,0,0,1,0,1
"ENSG00000182749.5",62,416,183,321,205,42,190,136,467
"ENSG00000207302.1",0,0,0,0,0,0,0,0,0
"ENSG00000117632.22",201,609,614,477,419,1221,412,921,784
"ENSG00000229786.1",0,0,0,0,0,0,0,0,0
"ENSG00000223624.1",0,0,0,0,0,0,0,0,0
"ENSG00000283938.1",0,0,0,0,0,0,0,0,0
"ENSG00000158006.13",135,1029,1427,1000,1610,1193,586,893,1129
"ENSG00000207237.1",0,0,0,0,0,0,0,0,0
"ENSG00000252190.1",0,0,0,0,0,0,0,0,0
"ENSG00000252691.1",0,0,0,0,0,0,0,0,0
"ENSG00000158008.9",1,0,0,2,0,0,3,4,2
"ENSG00000158014.14",0,7,14,8,10,26,7,49,35
"ENSG00000284309.1",0,0,0,0,0,0,0,0,0
"ENSG00000158022.6",0,0,68,0,1,0,2,1,13
"ENSG00000175087.9",77,536,564,601,1088,926,350,796,741
"ENSG00000197245.5",24,39,19,14,8,6,14,14,27
"ENSG00000282872.1",0,0,0,0,0,0,0,0,1
"ENSG00000236782.7",0,0,2,1,0,0,0,4,2
"ENSG00000142684.8",48,120,291,163,174,123,111,181,132
"ENSG00000142675.17",165,376,399,398,431,101,410,252,353
"ENSG00000188782.8",0,0,2,0,0,0,0,0,1
"ENSG00000236155.6",0,0,0,7,1,0,1,0,0
"ENSG00000278572.1",0,0,0,0,0,0,0,0,0
"ENSG00000130695.15",79,181,334,200,269,160,166,228,188
"ENSG00000270733.1",0,0,0,0,0,0,0,0,0
"ENSG00000142669.14",309,382,676,424,534,329,445,468,559
"ENSG00000158062.20",114,111,142,144,154,68,173,87,115
"ENSG00000169442.8",83,100,44,42,22,60,80,60,54
"ENSG00000176092.15",39,12,0,47,25,0,14,6,123
"ENSG00000225854.2",0,0,0,0,0,0,3,0,0
"ENSG00000176083.17",0,19,5,11,14,1,5,5,8
"ENSG00000131914.10",0,0,0,0,0,0,0,0,0
"ENSG00000117682.16",236,680,935,599,936,486,474,523,852
"ENSG00000223583.1",6,8,1,1,7,0,2,5,2
"ENSG00000225891.1",0,8,9,51,23,15,21,13,8
"ENSG00000198830.10",618,2614,2962,2449,2953,2314,1716,1379,2700
"ENSG00000224129.1",0,0,0,0,0,0,0,0,0
"ENSG00000117676.13",471,1213,2039,1226,1671,558,946,842,1090
"ENSG00000238705.1",0,1,0,0,0,0,0,0,0
"ENSG00000243905.3",0,0,0,0,0,0,6,0,1
"ENSG00000252802.1",0,0,0,0,0,0,0,0,0
"ENSG00000252429.2",0,0,0,0,0,0,0,0,0
"ENSG00000229247.2",0,0,0,0,0,0,0,0,0
"ENSG00000238316.1",0,0,0,0,0,0,0,0,0
"ENSG00000235069.2",0,0,0,0,0,0,0,0,0
"ENSG00000260063.1",5,22,34,16,33,5,5,13,18
"ENSG00000117713.19",1651,3923,5156,3377,4866,3634,2873,2661,3509
"ENSG00000060642.10",112,519,661,460,924,472,286,406,663
"ENSG00000241188.3",0,4,0,2,0,0,1,0,0
"ENSG00000204160.11",157,453,376,367,439,94,260,298,322
"ENSG00000175793.11",313,2262,673,1647,1700,99,951,219,1029
"ENSG00000226698.1",0,0,0,0,0,0,0,0,0
"ENSG00000142751.14",235,650,590,643,821,280,539,365,697
"ENSG00000198746.12",82,210,200,178,185,110,145,95,183
"ENSG00000090273.13",444,1185,1479,1094,1422,1228,1172,611,1085
"ENSG00000131910.4",0,0,0,0,0,0,0,0,1
"ENSG00000175707.8",55,208,347,252,267,39,130,169,214
"ENSG00000172746.6",5,0,1,0,4,11,5,0,0
"ENSG00000224064.1",6,1,0,14,2,0,0,1,2
"ENSG00000225294.1",0,0,0,0,1,0,1,0,0
"ENSG00000253368.3",76,124,78,71,55,128,77,75,98
"ENSG00000158246.7",99,251,108,87,82,18,94,26,87
"ENSG00000090020.10",312,683,665,679,764,274,604,200,722
"ENSG00000229985.2",0,0,0,0,0,0,0,0,0
"ENSG00000214973.3",7,0,0,0,0,0,0,2,0
"ENSG00000225159.1",3,2,3,6,3,1,1,5,4
