"","M_W_RNA6","N_W_RNA7","M_W_RNA12","N_W_RNA13","M_W_RNA14","N_W_RNA15","M_W_RNA16","M_W_RNA17","N_W_RNA18"
"ENSG00000179172.9",0,1,0,4,0,0,3,2,0
"ENSG00000120952.4",0,0,0,0,0,0,0,0,0
"ENSG00000243073.3",0,0,0,0,0,0,0,0,0
"ENSG00000187545.5",0,0,0,1,0,0,0,0,0
"ENSG00000204510.5",0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0,0,0,0
"ENSG00000274764.5",0,0,0,0,0,0,0,0,0
"ENSG00000277058.2",0,0,0,0,0,0,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0,0,0,0
"ENSG00000275774.2",0,0,0,0,0,0,0,0,0
"ENSG00000229978.1",0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0
"ENSG00000280267.4",0,0,0,0,0,0,0,0,0
"ENSG00000179412.10",0,0,0,0,0,0,0,0,0
"ENSG00000204505.4",0,0,0,0,0,0,0,0,0
"ENSG00000279169.2",0,0,0,0,0,0,0,0,0
"ENSG00000279804.2",0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0,0,0,0
"ENSG00000270601.4",0,0,0,0,0,1,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0,0,0,0
"ENSG00000182330.10",0,0,0,0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,0,0,0,0,0,0
"ENSG00000204501.7",0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0
"ENSG00000204481.7",0,0,0,0,0,0,0,0,0
"ENSG00000204480.8",0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",0,0,0,0,0,0,0,0,0
"ENSG00000204478.9",0,0,0,0,0,0,0,0,0
"ENSG00000162494.5",0,2,0,0,0,0,0,0,2
"ENSG00000259961.1",0,0,0,0,0,0,0,0,0
"ENSG00000215909.3",0,0,0,0,0,0,0,0,0
"ENSG00000162493.16",129,591,146,305,376,301,141,346,501
"ENSG00000222952.1",0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,0,0,0,0,0,0
"ENSG00000253085.1",1,0,0,0,0,0,1,1,0
"ENSG00000116731.22",2073,2532,2851,2242,1922,2670,1566,2287,2934
"ENSG00000189337.16",233,250,183,196,190,170,121,195,213
"ENSG00000252151.1",0,0,0,0,0,0,0,0,0
"ENSG00000231606.1",0,0,0,0,0,0,1,0,0
"ENSG00000234593.2",0,0,0,0,0,0,0,0,0
"ENSG00000235829.1",0,0,0,0,0,0,0,0,0
"ENSG00000175147.12",47,42,15,78,113,90,52,184,139
"ENSG00000171729.13",188,240,43,143,202,137,72,195,240
"ENSG00000204464.7",0,0,0,0,0,0,0,0,0
"ENSG00000215720.4",0,0,0,0,0,0,0,0,0
"ENSG00000278480.1",0,0,0,1,0,0,1,0,0
"ENSG00000142621.19",10,21,4,40,67,23,4,93,53
"ENSG00000233485.1",0,20,0,8,62,17,5,219,7
"ENSG00000236045.1",0,6,0,3,6,1,1,35,3
"ENSG00000228140.1",1,0,0,8,6,3,0,3,5
"ENSG00000142634.12",416,517,138,477,504,737,149,573,600
"ENSG00000162438.11",0,0,0,1,0,0,0,3,1
"ENSG00000142615.7",0,0,0,0,0,1,0,0,0
"ENSG00000215704.9",0,0,0,0,0,0,0,0,0
"ENSG00000132906.17",451,604,218,339,307,626,229,380,411
"ENSG00000116138.12",1870,2296,1680,1295,945,1875,1226,1671,1665
"ENSG00000251866.1",8,3,0,1,4,7,4,1,5
"ENSG00000272510.1",0,0,0,0,0,1,0,0,0
"ENSG00000116771.5",75,56,66,35,20,44,44,30,49
"ENSG00000237301.1",8,2,15,6,3,6,3,5,1
"ENSG00000235084.3",5,1,1,4,7,7,3,11,10
"ENSG00000252417.1",0,0,0,0,0,0,0,0,1
"ENSG00000236500.1",0,0,0,0,0,0,0,0,0
"ENSG00000197312.11",5197,5116,5189,4006,2780,5597,3664,4609,3901
"ENSG00000215695.1",0,0,0,0,0,0,0,0,0
"ENSG00000271742.1",0,0,0,0,0,0,0,0,0
"ENSG00000116786.12",780,728,309,850,741,909,569,565,806
"ENSG00000237938.5",0,0,0,0,0,0,0,0,0
"ENSG00000162461.7",7,4,4,25,11,6,0,11,10
"ENSG00000224459.1",0,0,0,1,0,0,1,1,0
"ENSG00000162460.6",0,0,0,0,0,0,0,0,0
"ENSG00000162458.12",991,1293,331,832,796,1135,717,743,892
"ENSG00000224321.1",3,3,2,1,1,2,13,1,6
"ENSG00000233954.6",159,193,19,14,77,103,171,110,119
"ENSG00000178715.8",3,1,0,1,0,2,1,1,0
"ENSG00000179743.4",76,57,39,37,22,57,43,54,41
"ENSG00000065526.10",5006,5756,6520,5277,4178,5645,4489,5256,5771
"ENSG00000270620.1",0,0,0,0,0,0,0,0,0
"ENSG00000116809.11",392,289,126,398,348,383,223,187,321
"ENSG00000234607.2",0,0,0,0,0,0,0,0,0
"ENSG00000231353.1",0,0,0,0,0,0,1,0,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,0,0,0,0
"ENSG00000183888.4",1191,53,1083,68,22,16,4,10,63
"ENSG00000233078.1",0,0,0,0,0,0,0,0,0
"ENSG00000173641.17",97,73,21,89,117,90,39,81,51
"ENSG00000186510.11",24,17,20,26,33,1,1,16,49
"ENSG00000232456.1",0,0,0,0,0,0,0,0,2
"ENSG00000184908.17",1,19,0,9,13,1,1,26,7
"ENSG00000185519.8",2,0,0,0,0,0,0,0,0
"ENSG00000142627.12",169,264,13,533,178,174,56,429,353
"ENSG00000227959.1",3,0,0,5,6,2,0,10,12
"ENSG00000224621.1",1,2,0,6,0,0,0,2,7
"ENSG00000234166.1",0,0,0,0,0,2,0,0,0
"ENSG00000142632.16",33,208,34,253,148,131,35,162,193
"ENSG00000237276.8",9,14,0,3,7,5,3,3,13
"ENSG00000132881.11",56,71,12,56,47,73,56,51,35
"ENSG00000233929.1",0,0,0,1,0,1,0,1,3
"ENSG00000037637.10",2039,2121,852,1500,1055,2001,1322,1712,1463
"ENSG00000055070.16",2419,2796,794,1631,1395,2361,1958,1916,2167
"ENSG00000226457.1",1,1,1,0,0,0,2,1,0
"ENSG00000187144.11",0,0,0,1,2,0,1,0,0
"ENSG00000157191.19",1117,1206,656,695,637,1046,1062,933,1067
"ENSG00000226029.1",17,37,44,35,23,30,26,34,10
"ENSG00000080947.14",100,109,66,383,302,217,70,136,156
"ENSG00000206652.1",2,4,13,6,5,3,1,4,0
"ENSG00000261135.1",2,2,0,0,0,0,2,1,0
"ENSG00000285853.1",0,0,0,0,2,0,0,0,0
"ENSG00000224174.2",0,0,0,0,0,0,0,0,0
"ENSG00000233421.4",0,0,0,0,0,0,0,0,2
"ENSG00000277344.1",0,0,0,0,0,0,0,0,0
"ENSG00000225710.1",0,0,0,0,0,0,0,0,0
"ENSG00000219481.10",793,519,1171,720,359,642,440,637,497
"ENSG00000271732.1",0,0,0,0,0,0,1,0,0
"ENSG00000215908.10",325,389,209,671,514,486,256,325,539
"ENSG00000283773.1",0,0,0,0,0,0,0,0,0
"ENSG00000186301.8",16,27,3,19,9,13,12,54,26
"ENSG00000282143.1",0,0,0,0,0,0,0,0,0
"ENSG00000207513.1",2,19,0,3,229,60,0,14,0
"ENSG00000280114.1",0,0,0,1,0,2,1,0,0
"ENSG00000236698.1",1,5,5,3,0,5,4,1,5
"ENSG00000268869.5",0,0,0,2,0,0,0,0,0
"ENSG00000279151.1",0,0,0,0,0,0,0,0,0
"ENSG00000282740.1",0,0,0,0,0,0,0,0,0
"ENSG00000058453.16",149,143,78,472,368,299,86,126,165
"ENSG00000227684.2",0,1,0,0,0,1,1,0,0
"ENSG00000207389.1",4,3,1,0,7,2,0,0,1
"ENSG00000186715.11",25,36,0,18,12,21,8,26,32
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0
"ENSG00000230239.1",0,0,0,0,0,1,0,0,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0,0
"ENSG00000228549.3",0,0,0,0,0,0,0,0,0
"ENSG00000277234.1",0,0,0,0,0,0,0,0,0
"ENSG00000238142.1",44,39,4,7,23,22,33,3,2
"ENSG00000235241.1",1,0,0,0,0,0,0,0,0
"ENSG00000207005.1",6,9,0,2,18,5,0,3,1
"ENSG00000272426.1",1,1,0,2,0,0,0,3,1
"ENSG00000117122.13",22,46,26,21,65,27,33,41,40
"ENSG00000226526.1",0,0,0,1,0,0,0,0,1
"ENSG00000159363.17",1105,751,249,498,423,755,540,461,495
"ENSG00000117118.9",1125,1470,758,640,566,1091,898,891,756
"ENSG00000117115.12",337,850,36,358,320,196,104,88,469
"ENSG00000204362.6",0,2,0,0,0,0,0,3,6
"ENSG00000282843.1",0,1,0,0,0,0,0,0,0
"ENSG00000142623.10",0,6,0,0,3,2,0,43,21
"ENSG00000142619.4",0,17,0,0,4,8,1,231,18
"ENSG00000266634.1",0,0,0,0,0,0,0,0,0
"ENSG00000159339.13",1,1,0,4,2,2,2,3,3
"ENSG00000276747.1",0,0,0,0,0,0,0,0,0
"ENSG00000227751.1",0,0,0,0,0,0,0,0,0
"ENSG00000179051.13",2028,2414,1058,1299,994,1608,3607,1672,1913
"ENSG00000074964.16",618,774,174,654,617,560,235,611,786
"ENSG00000236648.1",0,0,0,1,0,0,0,0,0
"ENSG00000117148.7",2,0,0,0,0,0,0,0,0
"ENSG00000284653.1",0,0,0,0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,0,0,0,0,0
"ENSG00000117154.11",312,189,106,25,34,41,30,275,36
"ENSG00000280222.1",13,13,1,25,16,8,2,48,6
"ENSG00000230035.2",0,0,0,1,0,0,0,0,0
"ENSG00000225387.1",0,2,0,0,0,0,0,0,0
"ENSG00000179023.8",42,32,61,8,11,27,50,113,83
"ENSG00000235282.3",0,0,0,0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0,0,0,0
"ENSG00000009709.11",0,0,0,0,1,0,1,0,0
"ENSG00000179002.5",0,0,0,0,0,0,0,0,0
"ENSG00000255275.3",0,1,0,0,3,4,0,2,0
"ENSG00000159423.16",1706,1012,210,1221,963,1127,443,1129,907
"ENSG00000265606.1",0,0,0,0,0,0,0,0,0
"ENSG00000221662.1",0,0,0,1,2,1,0,0,1
"ENSG00000169991.10",386,693,262,519,461,475,462,399,501
"ENSG00000272084.1",7,10,32,16,12,8,6,19,15
"ENSG00000127481.14",12946,12376,8385,9737,7548,12800,10453,11418,11967
"ENSG00000230424.1",30,38,9,23,20,30,7,15,32
"ENSG00000127463.14",2984,3867,1915,2175,1328,3053,2324,2359,2439
"ENSG00000053372.4",894,960,447,529,341,664,776,696,811
"ENSG00000211454.13",11,11,0,7,19,7,4,4,8
"ENSG00000162482.4",18,34,0,29,8,15,10,17,15
"ENSG00000270728.1",0,1,0,0,0,0,0,0,0
"ENSG00000053371.12",856,1076,178,570,394,946,884,789,577
"ENSG00000200403.1",4,2,0,0,1,0,1,2,0
"ENSG00000040487.12",171,234,52,147,137,163,95,129,133
"ENSG00000077549.17",2551,3226,2165,2357,2343,3773,2251,3024,2778
"ENSG00000240490.3",5,4,0,2,49,3,1,8,2
"ENSG00000173436.14",565,644,668,499,418,604,394,628,408
"ENSG00000201609.1",0,1,0,0,0,0,0,0,0
"ENSG00000235185.1",1,0,0,0,0,2,0,0,0
"ENSG00000158747.14",2745,4033,415,6675,6054,5976,760,6116,3720
"ENSG00000270136.6",0,0,0,0,0,0,0,0,0
"ENSG00000226396.1",27,21,0,52,30,47,25,50,26
"ENSG00000158748.3",0,1,0,2,1,0,0,0,0
"ENSG00000162542.13",1488,1305,1596,1361,1003,1710,658,1362,1219
"ENSG00000178828.6",4,10,0,2,12,4,2,2,15
"ENSG00000235434.1",0,0,0,0,0,0,0,0,0
"ENSG00000169914.5",515,766,476,660,500,800,382,665,738
"ENSG00000188784.4",0,0,0,0,0,0,0,0,0
"ENSG00000242688.3",0,0,0,0,0,0,0,0,0
"ENSG00000188257.11",45659,1615,2934,3997,808,13878,9834,14064,14871
"ENSG00000127472.10",180,85,29,71,70,116,176,132,78
"ENSG00000117215.14",0,9,0,1,17,3,7,2,6
"ENSG00000158786.4",4,10,0,9,3,9,1,15,8
"ENSG00000227066.1",2,0,2,0,0,0,0,0,0
"ENSG00000187980.6",0,4,0,2,5,10,0,4,0
"ENSG00000225986.1",3,20,0,6,8,15,5,4,15
"ENSG00000162543.5",53,133,28,79,112,159,25,103,66
"ENSG00000228105.1",0,0,0,0,0,0,0,0,0
"ENSG00000284710.1",0,0,0,0,0,0,1,0,0
"ENSG00000158816.15",3,14,0,5,0,1,3,1,0
"ENSG00000226664.1",0,0,0,0,0,0,0,0,2
"ENSG00000236963.6",0,0,0,0,0,0,0,0,0
"ENSG00000226487.1",0,0,0,0,0,0,0,0,0
"ENSG00000284641.1",0,0,0,0,0,0,0,0,0
"ENSG00000284743.1",0,0,0,0,0,0,0,0,0
"ENSG00000162545.5",226,272,258,299,338,339,145,388,324
"ENSG00000090432.6",767,882,256,538,457,761,448,499,666
"ENSG00000215520.3",0,0,0,0,0,0,0,0,0
"ENSG00000183114.7",3,2,0,5,2,0,1,2,1
"ENSG00000158825.5",5,6,0,4,2,0,1,3,8
"ENSG00000158828.7",2225,2382,1216,1356,1129,2032,751,1660,1459
"ENSG00000284005.1",0,0,0,0,0,0,0,0,0
"ENSG00000117242.7",510,766,245,441,191,391,241,305,446
"ENSG00000244038.9",4892,6131,1900,2491,1638,3967,4242,3179,3240
"ENSG00000117245.12",13,5,0,17,13,4,3,8,9
"ENSG00000235432.1",0,0,0,0,0,0,0,0,0
"ENSG00000189410.11",6,1,0,4,11,0,5,3,5
"ENSG00000233069.1",0,0,0,0,0,0,0,0,0
"ENSG00000127483.17",6395,7569,5370,5412,4276,6890,4362,5847,5975
"ENSG00000075151.20",3057,3851,4563,2436,2229,3095,2783,3266,3367
"ENSG00000251914.1",0,0,0,0,0,0,0,0,0
"ENSG00000221808.1",7,9,5,14,8,5,4,15,13
"ENSG00000233072.1",5,18,12,33,15,16,4,18,22
"ENSG00000236073.2",4,8,0,5,8,10,4,11,7
"ENSG00000235112.1",0,0,0,0,1,0,0,0,0
"ENSG00000117298.15",3713,7136,2209,5258,5063,7277,1956,6539,6455
"ENSG00000236936.1",0,0,0,0,0,0,0,0,0
"ENSG00000231105.1",1,2,0,1,0,1,0,0,3
"ENSG00000236216.5",0,0,0,0,0,0,0,0,0
"ENSG00000228823.1",0,0,0,0,0,0,0,0,0
"ENSG00000236009.1",0,0,0,0,0,0,0,0,0
"ENSG00000227001.3",26,34,1,13,4,44,30,8,5
"ENSG00000187952.9",1,0,0,0,1,0,0,0,0
"ENSG00000186543.7",0,0,0,0,0,0,0,0,0
"ENSG00000142794.18",368,466,363,563,341,387,276,436,436
"ENSG00000176378.8",0,0,0,0,0,0,0,0,0
"ENSG00000162551.13",51,157,24,70,80,49,60,55,171
"ENSG00000233431.1",0,0,0,0,0,0,0,0,0
"ENSG00000076864.19",2697,2813,1294,1661,795,1423,2848,1147,1030
"ENSG00000090686.15",2335,2904,4755,2280,1587,2645,1887,2813,2402
"ENSG00000231978.2",0,0,0,0,0,0,0,0,0
"ENSG00000187942.11",3,21,0,11,20,27,0,17,15
"ENSG00000142798.19",2359,3513,601,4422,3864,3911,2262,2123,2736
"ENSG00000232037.3",0,1,0,0,0,0,0,0,0
"ENSG00000283234.1",0,0,0,2,0,1,5,1,3
"ENSG00000219073.7",0,0,0,0,0,0,0,0,0
"ENSG00000285959.1",0,0,0,0,0,0,0,0,0
"ENSG00000273610.1",0,0,0,0,0,0,0,0,0
"ENSG00000201919.1",0,0,0,0,0,0,0,0,0
"ENSG00000142789.19",0,0,0,0,0,0,0,0,0
"ENSG00000278124.1",0,0,0,0,0,0,0,0,0
"ENSG00000201273.1",0,0,0,0,0,0,0,0,0
"ENSG00000228397.2",1,1,0,0,0,1,3,0,1
"ENSG00000218510.8",91,92,33,94,114,88,129,134,89
"ENSG00000285721.1",61,47,91,130,83,66,28,124,134
"ENSG00000285752.1",0,0,0,1,1,0,0,4,1
"ENSG00000285794.1",0,0,0,0,0,0,0,0,0
"ENSG00000070831.15",70,66,31,39,61,79,40,76,85
"ENSG00000230068.2",24,14,27,31,12,12,13,20,28
"ENSG00000271428.1",0,0,0,0,0,0,0,0,0
"ENSG00000162552.14",154,63,42,85,76,98,29,81,60
"ENSG00000285873.1",11,9,0,2,11,4,2,7,11
"ENSG00000266564.1",0,0,0,0,0,0,0,0,0
"ENSG00000234397.3",0,0,0,0,0,0,0,0,0
"ENSG00000279625.1",0,0,0,0,0,0,0,0,0
"ENSG00000184677.17",1434,1822,1151,1601,1194,1959,1581,1686,1598
"ENSG00000237200.1",11,8,14,19,22,18,8,15,15
"ENSG00000070886.11",0,0,0,4,0,4,5,0,1
"ENSG00000276835.2",0,0,0,0,0,0,0,0,0
"ENSG00000173372.16",269,523,62,150,238,167,171,232,377
"ENSG00000159189.11",277,573,146,240,339,243,199,243,428
"ENSG00000173369.15",419,810,210,324,527,351,345,386,733
"ENSG00000133216.16",115,193,44,64,172,74,216,113,139
"ENSG00000265422.1",0,0,0,3,0,0,0,0,0
"ENSG00000225952.1",0,0,0,0,0,0,0,0,0
"ENSG00000264014.1",0,0,0,0,0,0,0,0,0
"ENSG00000215906.8",0,0,0,0,0,0,0,0,0
"ENSG00000227868.5",4,5,0,0,0,3,2,1,1
"ENSG00000004487.16",2854,4147,2506,2252,1712,3211,4034,3195,2642
"ENSG00000240553.1",0,0,0,1,0,0,0,0,0
"ENSG00000263793.1",1,0,0,1,0,0,0,1,1
"ENSG00000266802.1",0,0,0,0,0,0,0,0,0
"ENSG00000169641.13",1990,2582,1662,1913,1630,2193,1412,2060,2295
"ENSG00000229010.1",0,0,0,0,0,0,0,0,0
"ENSG00000206935.1",0,0,0,0,0,0,0,0,0
"ENSG00000252578.1",0,0,0,0,0,0,0,0,0
"ENSG00000179546.4",1,1,10,2,4,4,2,9,8
"ENSG00000215381.3",0,0,0,0,0,0,0,0,0
"ENSG00000261326.3",211,376,431,554,476,383,481,755,607
"ENSG00000284726.1",0,0,0,1,0,0,0,0,0
"ENSG00000125944.19",5724,7409,9334,4241,3988,5648,5587,5731,5729
"ENSG00000125945.14",1133,2194,1554,902,902,1093,1187,1854,1619
"ENSG00000249087.6",28,42,11,36,28,33,47,46,47
"ENSG00000201405.1",0,0,0,0,0,0,0,0,0
"ENSG00000271420.1",25,73,50,54,25,65,17,28,23
"ENSG00000204219.10",3045,4062,4865,2647,1855,3808,1864,2239,1621
"ENSG00000232482.2",0,0,0,0,0,0,0,0,0
"ENSG00000088280.18",1035,1859,513,1641,1227,1848,815,2204,1578
"ENSG00000007968.6",32,22,18,8,13,9,22,11,34
"ENSG00000235052.1",4,6,27,4,1,3,4,4,3
"ENSG00000117318.8",138,739,9,452,546,407,140,1055,308
"ENSG00000285802.1",0,0,0,0,3,0,0,1,0
"ENSG00000197880.8",0,0,0,0,0,0,0,2,0
"ENSG00000229239.2",0,0,0,0,0,0,0,0,0
"ENSG00000142676.14",20086,25876,31454,11159,11597,16391,32607,16883,12681
"ENSG00000011007.12",3454,3540,3364,1984,1775,3041,2354,2849,2735
"ENSG00000236810.5",79,82,23,65,49,109,95,107,56
"ENSG00000057757.9",1665,2233,1575,1180,934,1947,1269,1455,1164
"ENSG00000011009.10",789,742,138,638,379,824,628,434,540
"ENSG00000117308.14",258,308,46,258,153,329,239,340,269
"ENSG00000117305.14",1140,1497,451,949,684,1304,871,1108,783
"ENSG00000179163.11",2684,3979,3343,1854,1271,3756,1614,2389,2048
"ENSG00000188822.7",3,22,0,5,9,1,0,0,2
"ENSG00000229106.1",0,3,0,0,0,0,0,0,0
"ENSG00000232557.3",0,0,0,0,0,0,0,0,0
"ENSG00000264926.1",0,0,0,0,0,0,0,0,0
"ENSG00000230228.2",1,0,0,0,1,0,1,1,0
"ENSG00000189266.12",3797,4095,3971,1878,1764,3309,2063,2767,2121
"ENSG00000188529.14",2751,3239,3449,2554,2263,2898,2247,3177,2975
"ENSG00000215905.4",0,0,0,0,0,0,0,0,0
"ENSG00000225315.2",0,0,0,0,0,0,1,0,0
"ENSG00000142661.18",73,1,0,2,4,7,1,5,10
"ENSG00000230703.1",0,0,0,0,0,0,0,0,0
"ENSG00000142677.3",10,16,32,22,15,18,4,14,35
"ENSG00000185436.11",295,406,78,425,374,642,63,413,317
"ENSG00000230023.2",3,0,0,1,2,2,0,1,0
"ENSG00000232298.2",0,1,0,1,0,2,0,4,0
"ENSG00000158055.15",313,124,172,75,66,78,12,160,90
"ENSG00000001460.17",247,270,171,331,250,478,122,212,222
"ENSG00000001461.16",5906,8793,5086,12460,5793,16315,1154,6500,8056
"ENSG00000117602.11",7055,10446,7999,14147,9080,21115,1024,7623,6950
"ENSG00000264443.1",7,9,19,8,4,14,0,4,5
"ENSG00000184454.6",60,229,37,233,127,503,16,93,272
"ENSG00000227312.2",1,2,0,8,3,18,0,0,14
"ENSG00000239106.1",0,0,0,0,0,0,0,0,1
"ENSG00000133226.16",4320,4751,4824,5134,4955,7089,3167,4472,4295
"ENSG00000284699.1",0,0,0,0,0,0,0,0,0
"ENSG00000169504.14",6242,7325,7031,3618,5531,4448,3396,4580,5047
"ENSG00000238482.1",0,0,0,0,0,0,0,0,0
"ENSG00000020633.18",22,87,48,70,88,49,36,31,89
"ENSG00000278034.1",0,0,0,0,0,0,0,0,0
"ENSG00000229162.1",2,1,0,0,1,0,0,0,0
"ENSG00000261025.1",0,0,0,0,0,0,0,0,0
"ENSG00000264371.1",0,0,0,0,0,0,0,0,0
"ENSG00000285823.1",0,0,0,0,0,0,0,0,0
"ENSG00000233755.1",0,0,0,0,0,0,0,0,0
"ENSG00000233419.3",0,0,0,0,0,0,0,0,0
"ENSG00000231953.2",0,0,0,0,0,0,0,0,0
"ENSG00000117614.9",1022,1497,2885,724,719,1073,988,1146,835
"ENSG00000284602.1",4,12,12,32,28,28,14,23,23
"ENSG00000284657.1",4,0,9,5,7,2,0,0,6
"ENSG00000117616.17",3439,2465,2761,3063,2475,3110,1303,3177,3191
"ENSG00000272432.1",3,3,5,1,0,0,3,0,0
"ENSG00000261349.1",22,10,26,14,0,20,12,0,0
"ENSG00000187010.20",7,8,0,1,0,5,1,0,0
"ENSG00000224183.1",0,3,0,0,0,8,1,1,0
"ENSG00000259984.1",9,0,11,8,10,6,12,6,12
"ENSG00000183726.10",3829,4666,2782,1767,1391,3229,1641,2364,2377
"ENSG00000188672.18",76,73,1,10,35,37,24,86,25
"ENSG00000238084.4",0,0,1,0,2,1,3,2,0
"ENSG00000204178.10",3565,2690,3918,1271,1232,2172,2278,2306,1571
"ENSG00000157978.11",1519,1289,565,1088,887,1493,704,1128,943
"ENSG00000225643.1",27,19,17,9,9,18,3,8,8
"ENSG00000117643.14",1038,1121,433,696,966,1398,355,1044,968
"ENSG00000233478.1",0,0,0,0,0,0,0,0,0
"ENSG00000162430.16",4047,3517,717,2624,2347,4017,2555,2748,3001
"ENSG00000255054.3",0,0,0,0,0,0,0,0,0
"ENSG00000228172.5",30,22,0,17,20,20,26,16,9
"ENSG00000117640.17",1225,1474,371,924,824,1336,895,1107,929
"ENSG00000272478.1",0,0,0,0,0,0,0,0,0
"ENSG00000127423.10",5,17,9,0,4,2,26,2,4
"ENSG00000236528.1",0,4,0,0,1,0,0,1,1
"ENSG00000182749.5",183,344,42,221,190,302,136,467,237
"ENSG00000207302.1",0,0,0,0,0,0,0,0,0
"ENSG00000117632.22",614,741,1221,309,412,419,921,784,660
"ENSG00000229786.1",0,0,0,0,0,0,0,0,0
"ENSG00000223624.1",0,0,0,0,0,0,0,0,0
"ENSG00000283938.1",0,0,0,0,0,0,0,0,0
"ENSG00000158006.13",1427,1529,1193,853,586,1495,893,1129,1058
"ENSG00000207237.1",0,0,0,0,0,0,0,0,0
"ENSG00000252190.1",0,0,0,0,0,0,0,0,0
"ENSG00000252691.1",0,0,0,0,0,0,0,0,0
"ENSG00000158008.9",0,2,0,2,3,0,4,2,1
"ENSG00000158014.14",14,14,26,1,7,4,49,35,24
"ENSG00000284309.1",0,0,0,0,0,0,0,0,1
"ENSG00000158022.6",68,4,0,1,2,3,1,13,3
"ENSG00000175087.9",564,979,926,410,350,578,796,741,442
"ENSG00000197245.5",19,16,6,22,14,4,14,27,11
"ENSG00000282872.1",0,0,0,0,0,0,0,1,0
"ENSG00000236782.7",2,1,0,0,0,1,4,2,1
"ENSG00000142684.8",291,263,123,137,111,205,181,132,183
"ENSG00000142675.17",399,474,101,469,410,509,252,353,450
"ENSG00000188782.8",2,0,0,1,0,0,0,1,2
"ENSG00000236155.6",0,0,0,0,1,1,0,0,2
"ENSG00000278572.1",0,1,0,0,0,0,0,0,0
"ENSG00000130695.15",334,382,160,200,166,194,228,188,240
"ENSG00000270733.1",0,0,0,0,0,0,0,0,0
"ENSG00000142669.14",676,667,329,373,445,649,468,559,657
"ENSG00000158062.20",142,138,68,282,173,244,87,115,236
"ENSG00000169442.8",44,107,60,36,80,59,60,54,73
"ENSG00000176092.15",0,13,0,19,14,8,6,123,35
"ENSG00000225854.2",0,1,0,0,3,0,0,0,0
"ENSG00000176083.17",5,4,1,8,5,14,5,8,9
"ENSG00000131914.10",0,0,0,0,0,1,0,0,0
"ENSG00000117682.16",935,1194,486,627,474,923,523,852,870
"ENSG00000223583.1",1,8,0,14,2,9,5,2,9
"ENSG00000225891.1",9,14,15,46,21,16,13,8,13
"ENSG00000198830.10",2962,3530,2314,2161,1716,3628,1379,2700,2579
"ENSG00000224129.1",0,0,0,0,0,0,0,0,0
"ENSG00000117676.13",2039,1869,558,1296,946,1713,842,1090,1372
"ENSG00000238705.1",0,0,0,0,0,1,0,0,3
"ENSG00000243905.3",0,0,0,0,6,0,0,1,0
"ENSG00000252802.1",0,0,0,0,0,0,0,0,0
"ENSG00000252429.2",0,0,0,0,0,0,0,0,0
"ENSG00000229247.2",0,0,0,0,0,0,0,0,0
"ENSG00000238316.1",0,0,0,0,0,0,0,0,0
"ENSG00000235069.2",0,0,0,0,0,0,0,0,0
"ENSG00000260063.1",34,28,5,17,5,31,13,18,28
"ENSG00000117713.19",5156,4443,3634,4159,2873,5226,2661,3509,4394
"ENSG00000060642.10",661,891,472,440,286,702,406,663,459
"ENSG00000241188.3",0,0,0,1,1,1,0,0,3
"ENSG00000204160.11",376,478,94,455,260,534,298,322,500
"ENSG00000175793.11",673,1060,99,1310,951,1895,219,1029,1549
"ENSG00000226698.1",0,0,0,1,0,0,0,0,0
"ENSG00000142751.14",590,838,280,528,539,719,365,697,707
"ENSG00000198746.12",200,275,110,214,145,271,95,183,224
"ENSG00000090273.13",1479,1742,1228,1221,1172,1787,611,1085,1416
"ENSG00000131910.4",0,1,0,0,0,0,0,1,0
"ENSG00000175707.8",347,351,39,251,130,304,169,214,296
"ENSG00000172746.6",1,1,11,0,5,0,0,0,3
"ENSG00000224064.1",0,0,0,6,0,3,1,2,3
"ENSG00000225294.1",0,0,0,0,1,0,0,0,0
"ENSG00000253368.3",78,115,128,48,77,80,75,98,88
"ENSG00000158246.7",108,228,18,87,94,134,26,87,116
"ENSG00000090020.10",665,549,274,807,604,895,200,722,668
