"","M_B_RNA1","M_B_RNA2","M_B_RNA4","M_W_RNA6","M_B_RNA8","M_B_RNA9","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17","M_B_RNA19","M_B_RNA20"
"ENSG00000215785.2",0,0,0,1,2,0,6,4,0,0,3,1
"ENSG00000120948.17",363,327,206,1406,1238,228,1226,773,1062,1266,1528,1260
"ENSG00000277726.4",0,0,0,0,0,1,0,0,0,0,0,4
"ENSG00000009724.16",0,0,0,0,0,0,0,3,0,1,0,0
"ENSG00000271895.2",13,10,1,16,20,7,12,20,17,28,27,31
"ENSG00000116649.9",109,182,99,406,203,320,200,182,306,166,370,117
"ENSG00000171824.13",487,593,590,1279,1172,529,1230,984,1289,1286,1106,1270
"ENSG00000226849.1",0,15,0,1,11,7,0,9,6,3,10,9
"ENSG00000230337.1",0,0,0,3,3,0,21,1,2,4,1,1
"ENSG00000198793.12",1431,1582,1335,13708,5232,1442,5482,2401,3637,3284,5552,2685
"ENSG00000225602.5",0,0,0,0,2,0,0,0,0,2,0,0
"ENSG00000253086.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171819.4",1,0,0,10,17,2,59,44,8,19,5,11
"ENSG00000207451.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173.1",2,0,1,0,1,0,0,1,0,0,0,0
"ENSG00000120942.13",204,187,107,730,412,129,308,245,638,436,325,396
"ENSG00000238199.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284646.1",6,13,0,3,7,1,5,24,3,16,0,34
"ENSG00000224338.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624.7",9,36,0,26,18,8,0,15,7,26,15,10
"ENSG00000285833.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235643.1",0,0,0,0,0,0,13,0,0,0,0,0
"ENSG00000284708.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000116661.10",21,32,17,20,46,8,5,60,15,91,6,67
"ENSG00000132879.13",153,328,104,176,188,216,48,243,168,280,159,201
"ENSG00000116663.10",63,104,68,181,118,43,35,128,97,160,58,95
"ENSG00000116670.14",96,151,120,500,186,116,119,177,218,175,163,149
"ENSG00000162490.6",7,0,0,7,0,5,0,12,6,3,3,13
"ENSG00000177674.15",561,536,326,1575,1307,220,283,890,537,955,820,435
"ENSG00000215910.7",6,1,0,3,0,1,0,0,0,0,3,2
"ENSG00000177553.6",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000177000.12",484,491,383,3106,1176,1121,747,1112,810,1304,2104,855
"ENSG00000011021.22",216,517,213,469,625,515,217,766,294,576,908,477
"ENSG00000276470.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278852.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175206.10",0,0,0,3,0,0,0,0,0,0,0,0
"ENSG00000275915.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120937.8",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000224904.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285646.1",0,0,0,29,37,12,54,7,5,12,18,39
"ENSG00000199347.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201801.1",1,0,0,1,10,0,13,0,2,1,2,28
"ENSG00000116685.15",448,367,383,1029,766,327,410,589,592,789,552,568
"ENSG00000083444.16",938,700,446,2103,1884,668,799,1196,1298,1483,1159,1234
"ENSG00000116688.16",1033,1015,1333,2926,2003,749,1579,1831,1795,2663,1660,1848
"ENSG00000270914.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691.10",52,67,44,265,131,173,22,138,127,101,163,107
"ENSG00000202461.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276869.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243539.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120949.14",2,8,0,1,5,2,0,3,1,2,0,6
"ENSG00000201135.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285604.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283789.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000028137.18",119,187,104,182,153,215,45,257,142,180,39,393
"ENSG00000263676.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000225196.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252969.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000048707.15",2940,2795,2812,10142,8411,2993,8038,5588,6919,10715,7283,8383
"ENSG00000239149.1",8,7,0,9,2,2,0,3,4,14,6,6
"ENSG00000229484.1",0,0,0,0,0,3,0,3,0,0,2,2
"ENSG00000162496.8",1973,1490,1278,3366,3036,1176,2010,2103,3397,4413,693,3653
"ENSG00000221340.1",1,0,0,4,2,2,0,1,3,10,0,8
"ENSG00000276830.1",0,2,0,2,2,1,0,3,1,3,0,0
"ENSG00000272482.1",22,4,30,6,29,19,17,26,46,113,2,39
"ENSG00000204518.2",0,0,0,0,0,0,0,1,3,0,0,0
"ENSG00000226166.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330.9",0,0,0,0,3,3,0,1,0,0,0,0
"ENSG00000116726.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116721.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228338.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239810.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172.9",0,0,0,0,5,0,0,0,3,2,1,0
"ENSG00000120952.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204510.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274764.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277058.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275774.2",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000229978.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280267.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204505.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279169.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279804.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270601.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162494.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259961.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493.16",205,285,109,129,288,111,146,376,141,346,21,474
"ENSG00000222952.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253085.1",0,0,0,1,0,0,0,0,1,1,3,0
"ENSG00000116731.22",880,737,663,2073,2246,877,2851,1922,1566,2287,1515,2402
"ENSG00000189337.16",86,197,62,233,172,101,183,190,121,195,460,311
"ENSG00000252151.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606.1",0,0,0,0,0,0,0,0,1,0,0,2
"ENSG00000234593.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235829.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175147.12",39,133,17,47,51,42,15,113,52,184,48,213
"ENSG00000171729.13",85,56,90,188,161,73,43,202,72,195,93,259
"ENSG00000204464.7",0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000215720.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278480.1",1,1,0,0,0,0,0,0,1,0,0,4
"ENSG00000142621.19",17,28,43,10,26,12,4,67,4,93,31,84
"ENSG00000233485.1",22,52,18,0,25,3,0,62,5,219,0,112
"ENSG00000236045.1",0,9,0,0,0,0,0,6,1,35,0,34
"ENSG00000228140.1",7,0,0,1,0,0,0,6,0,3,6,13
"ENSG00000142634.12",215,294,223,416,514,277,138,504,149,573,299,673
"ENSG00000162438.11",0,6,0,0,0,1,0,0,0,3,0,1
"ENSG00000142615.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215704.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132906.17",98,292,139,451,346,164,218,307,229,380,378,418
"ENSG00000116138.12",522,392,439,1870,1789,364,1680,945,1226,1671,1913,1540
"ENSG00000251866.1",1,10,0,8,6,0,0,4,4,1,12,4
"ENSG00000272510.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116771.5",7,16,0,75,47,7,66,20,44,30,3,19
"ENSG00000237301.1",3,3,0,8,4,1,15,3,3,5,5,3
"ENSG00000235084.3",6,26,12,5,5,0,1,7,3,11,6,3
"ENSG00000252417.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197312.11",1787,1414,1000,5197,4994,915,5189,2780,3664,4609,4522,3714
"ENSG00000215695.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271742.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116786.12",388,611,357,780,472,554,309,741,569,565,650,551
"ENSG00000237938.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162461.7",4,12,0,7,2,6,4,11,0,11,20,12
"ENSG00000224459.1",0,8,0,0,0,3,0,0,1,1,0,0
"ENSG00000162460.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162458.12",519,952,469,991,619,806,331,796,717,743,399,801
"ENSG00000224321.1",41,33,35,3,0,5,2,1,13,1,5,0
"ENSG00000233954.6",33,8,5,159,142,51,19,77,171,110,135,87
"ENSG00000178715.8",3,8,2,3,1,4,0,0,1,1,0,2
"ENSG00000179743.4",41,43,1,76,59,36,39,22,43,54,55,52
"ENSG00000065526.10",1775,1921,1313,5006,4827,3092,6520,4178,4489,5256,5033,5176
"ENSG00000270620.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116809.11",136,267,122,392,283,244,126,348,223,187,262,231
"ENSG00000234607.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231353.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183888.4",7,7,63,1191,332,0,1083,22,4,10,116,5
"ENSG00000233078.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173641.17",25,19,82,97,89,95,21,117,39,81,8,36
"ENSG00000186510.11",3,9,0,24,7,8,20,33,1,16,6,47
"ENSG00000232456.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184908.17",0,1,0,1,9,7,0,13,1,26,0,10
"ENSG00000185519.8",2,0,0,2,0,0,0,0,0,0,0,2
"ENSG00000142627.12",202,299,121,169,217,142,13,178,56,429,37,1015
"ENSG00000227959.1",5,0,0,3,6,1,0,6,0,10,0,4
"ENSG00000224621.1",1,0,0,1,0,3,0,0,0,2,1,2
"ENSG00000234166.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142632.16",116,306,66,33,182,21,34,148,35,162,14,463
"ENSG00000237276.8",4,2,0,9,6,8,0,7,3,3,7,17
"ENSG00000132881.11",23,61,57,56,65,37,12,47,56,51,53,31
"ENSG00000233929.1",6,0,0,0,0,1,0,0,0,1,2,0
"ENSG00000037637.10",486,507,509,2039,1600,482,852,1055,1322,1712,2030,1317
"ENSG00000055070.16",912,806,576,2419,1807,604,794,1395,1958,1916,1895,1702
"ENSG00000226457.1",0,0,0,1,0,0,1,0,2,1,1,0
"ENSG00000187144.11",0,0,0,0,0,3,0,2,1,0,0,1
"ENSG00000157191.19",393,363,422,1117,777,308,656,637,1062,933,642,801
"ENSG00000226029.1",5,30,37,17,28,17,44,23,26,34,66,53
"ENSG00000080947.14",56,195,72,100,146,276,66,302,70,136,313,253
"ENSG00000206652.1",21,1660,0,2,3,1,13,5,1,4,4,20
"ENSG00000261135.1",1,0,0,2,0,0,0,0,2,1,3,1
"ENSG00000285853.1",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000224174.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233421.4",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000277344.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225710.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219481.10",352,256,167,793,776,381,1171,359,440,637,7810,910
"ENSG00000271732.1",0,0,0,0,0,0,0,0,1,0,465,0
"ENSG00000215908.10",174,389,62,325,400,511,209,514,256,325,833,599
"ENSG00000283773.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186301.8",12,6,0,16,12,26,3,9,12,54,11,23
"ENSG00000282143.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207513.1",54,219,0,2,21,24,0,229,0,14,39,0
"ENSG00000280114.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000236698.1",5,5,3,1,4,0,5,0,4,1,4,1
"ENSG00000268869.5",0,1,0,0,0,0,0,0,0,0,3,0
"ENSG00000279151.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282740.1",2,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000058453.16",99,417,127,149,210,442,78,368,86,126,264,179
"ENSG00000227684.2",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000207389.1",52,89,19,4,4,14,1,7,0,0,1,59
"ENSG00000186715.11",7,5,1,25,35,4,0,12,8,26,18,16
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230239.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228549.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277234.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238142.1",8,2,0,44,55,4,4,23,33,3,3,11
"ENSG00000235241.1",0,0,0,1,5,0,0,0,0,0,0,0
"ENSG00000207005.1",12,43,11,6,9,13,0,18,0,3,9,47
"ENSG00000272426.1",0,0,0,1,1,0,0,0,0,3,2,0
"ENSG00000117122.13",50,67,11,22,35,39,26,65,33,41,4,72
"ENSG00000226526.1",2,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000159363.17",216,254,135,1105,455,366,249,423,540,461,522,312
"ENSG00000117118.9",295,289,280,1125,819,197,758,566,898,891,735,680
"ENSG00000117115.12",109,222,469,337,117,81,36,320,104,88,25,292
"ENSG00000204362.6",0,8,0,0,3,0,0,0,0,3,0,3
"ENSG00000282843.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142623.10",3,17,0,0,9,10,0,3,0,43,0,24
"ENSG00000142619.4",2,0,0,0,13,1,0,4,1,231,0,6
"ENSG00000266634.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159339.13",1,0,0,1,0,2,0,2,2,3,0,9
"ENSG00000276747.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227751.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179051.13",676,924,506,2028,1301,519,1058,994,3607,1672,1602,1744
"ENSG00000074964.16",278,610,606,618,360,467,174,617,235,611,578,773
"ENSG00000236648.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117148.7",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000284653.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117154.11",7,30,4,312,97,13,106,34,30,275,232,35
"ENSG00000280222.1",0,18,0,13,3,13,1,16,2,48,52,17
"ENSG00000230035.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225387.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179023.8",8,9,35,42,4,1,61,11,50,113,29,37
"ENSG00000235282.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000009709.11",0,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000179002.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255275.3",0,6,0,0,0,0,0,3,0,2,2,0
"ENSG00000159423.16",603,959,155,1706,957,195,210,963,443,1129,729,580
"ENSG00000265606.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221662.1",1,7,0,0,0,0,0,2,0,0,2,1
"ENSG00000169991.10",257,213,190,386,430,242,262,461,462,399,208,1303
"ENSG00000272084.1",2,5,0,7,13,10,32,12,6,19,16,19
"ENSG00000127481.14",3949,4461,3422,12946,9287,4632,8385,7548,10453,11418,10596,9179
"ENSG00000230424.1",7,14,0,30,12,4,9,20,7,15,16,25
"ENSG00000127463.14",977,814,684,2984,2675,556,1915,1328,2324,2359,1822,2037
"ENSG00000053372.4",203,225,130,894,540,218,447,341,776,696,684,460
"ENSG00000211454.13",6,11,6,11,4,3,0,19,4,4,40,10
"ENSG00000162482.4",6,22,0,18,1,21,0,8,10,17,30,11
"ENSG00000270728.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000053371.12",344,331,220,856,622,125,178,394,884,789,753,595
"ENSG00000200403.1",1,0,0,4,3,0,0,1,1,2,7,3
"ENSG00000040487.12",68,183,78,171,151,126,52,137,95,129,249,123
"ENSG00000077549.17",1098,1179,829,2551,2625,1015,2165,2343,2251,3024,2798,1530
"ENSG00000240490.3",11,1,0,5,2,31,0,49,1,8,0,2
"ENSG00000173436.14",145,151,70,565,625,146,668,418,394,628,514,395
"ENSG00000201609.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235185.1",2,5,0,1,1,3,0,0,0,0,0,5
"ENSG00000158747.14",2373,2755,1107,2745,4653,2597,415,6054,760,6116,3963,2963
"ENSG00000270136.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226396.1",14,12,25,27,15,64,0,30,25,50,108,57
"ENSG00000158748.3",0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000162542.13",623,673,381,1488,1136,424,1596,1003,658,1362,1051,1086
"ENSG00000178828.6",3,0,48,4,0,2,0,12,2,2,0,17
"ENSG00000235434.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169914.5",164,136,61,515,672,169,476,500,382,665,529,816
"ENSG00000188784.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242688.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188257.11",131,595,146,45659,3250,2312,2934,808,9834,14064,766,3468
"ENSG00000127472.10",31,44,25,180,72,77,29,70,176,132,108,72
"ENSG00000117215.14",5,0,0,0,0,2,0,17,7,2,10,6
"ENSG00000158786.4",14,1,4,4,4,1,0,3,1,15,0,4
"ENSG00000227066.1",0,0,0,2,0,0,2,0,0,0,0,0
"ENSG00000187980.6",7,0,11,0,5,0,0,5,0,4,0,3
"ENSG00000225986.1",3,13,13,3,7,0,0,8,5,4,1,4
"ENSG00000162543.5",27,64,61,53,54,27,28,112,25,103,5,61
"ENSG00000228105.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284710.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000158816.15",0,0,1,3,5,3,0,0,3,1,0,1
"ENSG00000226664.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000236963.6",1,0,0,0,0,4,0,0,0,0,0,0
"ENSG00000226487.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284641.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284743.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162545.5",58,46,47,226,309,144,258,338,145,388,84,232
"ENSG00000090432.6",242,259,326,767,446,150,256,457,448,499,442,446
"ENSG00000215520.3",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000183114.7",1,3,0,3,0,5,0,2,1,2,1,2
"ENSG00000158825.5",1,2,1,5,0,4,0,2,1,3,2,4
"ENSG00000158828.7",618,556,330,2225,1394,527,1216,1129,751,1660,1003,784
"ENSG00000284005.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117242.7",190,181,85,510,284,109,245,191,241,305,252,296
"ENSG00000244038.9",1485,1193,1116,4892,3761,800,1900,1638,4242,3179,3879,2337
"ENSG00000117245.12",1,1,0,13,5,15,0,13,3,8,0,7
"ENSG00000235432.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189410.11",3,2,0,6,5,11,0,11,5,3,1,0
"ENSG00000233069.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000127483.17",1665,1609,1512,6395,6145,2062,5370,4276,4362,5847,4384,5551
"ENSG00000075151.20",968,1065,779,3057,3069,998,4563,2229,2783,3266,3255,2824
"ENSG00000251914.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221808.1",3,0,18,7,14,5,5,8,4,15,6,9
"ENSG00000233072.1",5,0,0,5,25,0,12,15,4,18,19,30
"ENSG00000236073.2",14,0,0,4,0,0,0,8,4,11,13,6
"ENSG00000235112.1",0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000117298.15",3055,3650,1444,3713,5820,2179,2209,5063,1956,6539,1641,4963
"ENSG00000236936.1",0,3,0,0,0,2,0,0,0,0,0,0
"ENSG00000231105.1",3,0,0,1,0,0,0,0,0,0,2,8
"ENSG00000236216.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228823.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236009.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227001.3",4,0,0,26,3,5,1,4,30,8,7,13
"ENSG00000187952.9",1,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000186543.7",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000142794.18",184,164,132,368,361,171,363,341,276,436,483,502
"ENSG00000176378.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162551.13",29,92,17,51,60,18,24,80,60,55,24,199
"ENSG00000233431.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000076864.19",821,471,279,2697,924,1064,1294,795,2848,1147,3385,937
"ENSG00000090686.15",714,514,697,2335,2823,805,4755,1587,1887,2813,2795,2610
"ENSG00000231978.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187942.11",15,3,0,3,33,7,0,20,0,17,1,15
"ENSG00000142798.19",1390,4528,3661,2359,2416,3511,601,3864,2262,2123,604,2642
"ENSG00000232037.3",3,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000283234.1",0,0,0,0,0,0,0,0,5,1,0,0
"ENSG00000219073.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285959.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273610.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201919.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142789.19",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278124.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201273.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228397.2",0,0,0,1,0,0,0,0,3,0,0,2
"ENSG00000218510.8",26,22,78,91,101,71,33,114,129,134,141,122
"ENSG00000285721.1",6,27,6,61,131,37,91,83,28,124,210,255
"ENSG00000285752.1",0,0,0,0,2,0,0,1,0,4,0,0
"ENSG00000285794.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000070831.15",13,23,40,70,52,15,31,61,40,76,70,88
"ENSG00000230068.2",5,12,18,24,13,28,27,12,13,20,31,21
"ENSG00000271428.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162552.14",31,40,45,154,89,24,42,76,29,81,13,158
"ENSG00000285873.1",5,0,0,11,12,5,0,11,2,7,12,14
"ENSG00000266564.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234397.3",1,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000279625.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184677.17",599,635,650,1434,1370,637,1151,1194,1581,1686,1085,1652
"ENSG00000237200.1",1,4,0,11,9,6,14,22,8,15,8,23
"ENSG00000070886.11",0,3,0,0,0,0,0,0,5,0,3,0
"ENSG00000276835.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173372.16",159,222,105,269,177,210,62,238,171,232,52,275
"ENSG00000159189.11",231,317,303,277,224,277,146,339,199,243,71,307
"ENSG00000173369.15",333,342,474,419,332,470,210,527,345,386,112,529
"ENSG00000133216.16",51,94,40,115,56,83,44,172,216,113,24,117
"ENSG00000265422.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225952.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264014.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215906.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227868.5",0,0,0,4,0,0,0,0,2,1,1,1
"ENSG00000004487.16",1051,1009,616,2854,2814,692,2506,1712,4034,3195,1929,2810
"ENSG00000240553.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263793.1",5,0,0,1,1,1,0,0,0,1,2,1
"ENSG00000266802.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169641.13",629,794,643,1990,1629,705,1662,1630,1412,2060,1336,2358
"ENSG00000229010.1",0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000206935.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252578.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179546.4",0,0,16,1,3,3,10,4,2,9,1,11
"ENSG00000215381.3",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261326.3",132,97,68,211,660,154,431,476,481,755,750,834
